#fingerprint	count
1331552417	6
1540692304	2
701233504	15
1066284305	3
-857381008	8
-774436442	189
1067637706	15
1802241820	14
-539176239	2
391795148	1
-783620861	19
258632446	2
-1490664184	1
-1521321190	8
2133341145	5
1998079285	6
-1086756578	67
1800161189	7
-2092660444	1
-441303621	2
510918246	3
922328652	4
1921899747	17
1030888375	8
-977205686	32
-1518578707	2
-1226274414	1
1621200844	3
195420201	16
1833284752	1
1476562770	1
892666428	1
534675141	1
1561144068	1
-726472858	8
-1386355844	18
-1116000629	2
752399005	1
2138913210	13
1343215567	14
1812379585	4
563060141	1
-396435294	2
966943249	4
-11388320	1
-825924801	9
-1531979170	26
1836324788	2
793682288	2
753990110	1
-782577542	1
736346653	1
1882088687	12
-1252108766	3
159934078	156
-1205124181	3
-1630850414	1
711825783	3
2040142335	1
595709174	47
-1648006153	1
-1202760457	1
-620112415	3
1046934643	3
-1147039804	27
908543013	2
1041086908	1
-404899237	4
-1951678847	5
-196579948	10
-1295678536	1
904623672	2
-380575463	3
700811401	4
1673441900	1
1753716872	1
1091490316	2
-667044112	2
1942480273	4
655745799	2
1828419627	10
-1890050974	2
-729817772	4
1505123085	2
-1848954212	1
270241236	62
-1746462938	1
906318415	3
522118181	1
-1334504802	2
-21845210	3
-537958480	3
1682498	2
-1484594409	147
770407284	99
-233155190	1
1894378610	13
-340358969	116
127832498	17
675376870	10
-1940291892	2
1849798946	4
-473547117	5
-2083129335	1
-2031965470	1
-411421203	1
-998616184	1
1209148685	1
736520977	1
-1824989315	5
268979979	2
-1759352666	2
941196232	1
-393865505	6
-521214830	1
1238677452	58
-1241312212	37
-1336006652	23
1774225736	5
660714350	37
-461475712	9
-1804458794	2
-1270717841	170
752694797	3
-934369596	5
-890147970	10
1023037195	2
-1140202340	92
1853340262	5
1818125134	5
263742059	3
421897994	9
-922874890	2
-948751287	1
1365395992	2
-1057836751	2
644855662	8
-100633327	1
-907511882	153
188969086	5
-275486927	1
79536932	61
-247018878	1
440450789	4
128579662	1
210754140	1
790503307	10
1865969926	3
734650884	8
-2116516338	2
-268243099	2
-214136073	13
-1548877141	1
561702951	2
-923885484	78
838645946	1
-446377871	6
-2050557101	4
1558867467	1
0	0
578219419	6
1028360292	12
838058059	6
-1327548717	64
1852819945	16
384360439	3
-578051717	1
-448092260	5
1209212514	5
-2048570167	2
-1496641677	49
110471312	6
1284003955	4
491615221	2
1125452994	16
-673284665	1
360226235	1
-1069113004	2
528333473	7
-717755639	8
-1061756789	7
-329275273	4
1900336210	20
-1024514228	2
0	0
-1807852960	1
1731809842	4
2058839930	10
-1196578325	3
986903513	3
-1454679176	1
810361222	15
-74766701	2
-1643920566	1
1963687475	10
629772641	1
1893685561	1
-963411102	51
-2028737753	1
1984836986	11
568153187	1
1671654173	1
1488356717	8
2004393363	23
266862718	1
-1754251234	1
759554533	1
1318016302	3
-262309887	2
1811109938	3
-991829901	10
-1328303379	1
-1447892396	2
1749973840	1
-2093242447	12
-1633254844	53
-1137463659	7
-1966860019	12
-1159769831	2
-512460958	1
-521847390	1
1332007479	12
567382438	4
1249992799	10
731384721	1
1994699297	3
-1088351375	39
-24870170	1
-1158303554	1
2072223991	1
2079524072	7
-373913962	6
-59221829	3
1928524142	6
-510836125	3
-47778885	1
76106120	9
-645442879	12
-613575450	7
-1154613420	12
-619903248	9
875588255	7
-547052638	6
-1024892004	5
-149161595	18
-1961498612	1
922283694	5
-1308208928	14
2084104070	9
1112064274	165
-188948338	1
-1882919462	1
-1756194901	2
2057662968	1
1244834683	1
-889710046	107
-767940754	1
1022547750	2
-1498299985	1
-881981939	1
-1356145559	5
431818051	1
-1317284443	2
-987985119	1
-1669775254	8
56236402	6
-1816127745	1
1296380097	1
1167490664	2
-1383579194	1
91456787	8
-756796497	5
2122784162	1
490731637	2
220954268	4
-868730593	2
99797520	4
-2101858029	3
1642338158	1
-784479820	9
-873914626	2
-709561820	16
-405239182	2
-1422659060	1
-1243616882	2
-647183270	1
-358629244	18
1894041871	1
399682181	8
-812407229	4
-1819929269	7
-228994936	4
-666523986	2
716185936	1
-1089344266	3
47143256	9
778982145	4
-1499641900	6
-2054533258	9
-285714953	1
41422373	29
-403829628	3
-2126001093	1
-1561687950	12
701103617	1
-1457276876	1
862387688	1
508880509	8
909285231	77
-1157403970	23
401488486	4
1285997574	1
-1122164507	2
1620284677	4
1535471873	27
-2118903182	4
-19356311	7
-1013661071	83
-1513574555	3
513896955	100
-2129413664	4
2123179174	7
890494601	5
-1926435200	3
-523450990	2
396100755	1
-154830497	1
-201963180	4
238338865	1
726975788	8
-214670329	8
-96038090	1
-1391680632	1
-862675474	8
-1642414754	1
-245800735	3
1451400510	3
1361052682	23
1882437986	1
-1858556384	5
1843248712	1
1772304062	1
-688544463	8
1025129186	13
-711283722	26
475137661	1
-1602193905	2
-1244244415	1
1722427800	2
1117325092	23
1556043184	2
2053738710	9
992453700	1
-679071894	1
876285219	8
-612773711	1
-791030074	20
647932167	3
1548540958	1
-1001940113	5
-1674633085	5
-404794286	10
-1017916618	1
-1682606732	4
1167238363	1
-1268807269	1
-634140967	16
-618899342	3
895753986	3
595733081	2
13684126	1
1392453954	2
-930853568	3
1913070332	5
-657525981	136
2065923539	7
533052115	1
-1225423876	1
1243327903	75
81719293	1
1370746574	7
-1222092983	2
1516174344	8
952511610	1
433547979	10
-1304131656	3
-1486552882	10
135911197	1
1578530493	21
-1727809268	1
-1261289238	1
-279218633	1
548624742	3
939284695	13
326596586	1
-822305136	1
-192450049	4
1037477795	3
-2033082402	2
-831018240	4
-1026101928	3
-744239481	1
1959694558	12
1795843497	6
-1881105282	5
-412788435	5
1224963226	1
988629683	8
-510062045	9
-1392677088	3
-1141510715	907
1080019426	1
1739246458	42
-1460474897	1
468132111	2191
2010657234	6
1508562504	63
2101092850	2
-58074176	8
-1529497305	1
1395851591	7
-1893615346	5
-312062621	1
-1949422165	4
123170345	9
260853430	6
1511485022	6
1413796487	1
-142750908	7
-2132159222	1
581718872	1
-438415249	10
932225764	82
-300750341	1
-1373181714	1
-712535698	13
-2023462987	1
-1152262196	1
1051191872	1
-1870358116	1
-692789777	20
1128558696	103
1161329740	1
-279002947	2
1999849499	1
-658668333	273
1008179620	1
-1798705857	60
1956408077	1
-1271570591	33
1692676933	1
1595579920	1
2122853035	1
