#fingerprint	count
-115362725	1
-1364047417	2
505692307	2
244961338	1
-1359716585	1
642581413	1
31014104	1
677191488	1
-787012707	1
-53625066	1
1416948895	1
1982491886	1
-1297383449	1
942688379	1
903043908	1
-99135871	1
-1037747218	1
-327610172	1
1220092504	1
-2102392848	1
-19138413	1
-1244962100	1
-645057024	1
297325100	1
-2065543143	1
-44130191	1
167752436	1
-1200327628	1
1826365914	1
1936365703	1
-734049878	1
1081896949	1
489799821	1
160641294	1
1644647866	1
-642479689	1
-907338442	1
-225591138	1
-1057924693	1
1908475331	1
-1823873139	1
-932188316	1
-1918372794	1
602636841	1
1863798811	1
233495286	1
2057181261	1
227075124	1
-1402957553	1
-184908457	1
363922957	1
-1871459637	1
-814218945	1
-1991845122	1
1390038567	1
-869118203	1
794617213	1
-272026859	1
368694253	1
-1242578372	1
85444449	1
1596897921	1
-458583870	1
2027795020	1
-1632599551	1
2145413854	2
-1141759664	1
505692307	1
839129729	1
73609745	1
-583710014	2
441641333	1
-481603719	1
-1725437215	1
2100505046	1
-269261449	1
-1626602400	1
1107746147	1
-223593912	1
1136342333	1
55033570	1
925413376	1
-1623526058	1
-869116059	1
-1584227148	1
965381059	1
-830401362	1
1132594140	1
1843971098	1
759273249	1
1204609490	1
346627059	1
1477223463	1
618071060	1
-1717982419	1
-1317579954	1
-78796100	1
1870403426	1
606332897	1
-337097386	1
202883255	1
933520153	1
1854384299	1
-760627612	1
-1693774462	1
-693006483	1
-575352669	1
1972095474	1
-1950438458	1
1227666923	1
1575962034	1
-932336176	1
-2108989955	1
1484160314	1
-810649516	1
-1598954104	1
-1189834129	1
-1942373623	1
-1208895016	1
440946095	1
291065444	1
110083407	1
148225669	1
-273736441	1
944515746	1
1162218030	1
486842983	1
-875842423	1
-1361955180	1
-553714134	1
-589282619	1
-458674252	1
-1560204555	1
1023867868	1
1671284707	1
1035403673	1
-1166535494	1
981350681	1
-1169075387	2
864363175	1
-222655988	1
-1702433818	1
1925273651	1
196640035	1
-147429638	1
1372160205	1
-1182391377	1
-876850604	1
1116803692	1
1124026760	1
917196455	1
542539286	1
-310530244	1
-1941800589	1
1093653858	1
-1356248637	1
1966758045	1
-899438431	1
-1464776076	1
-2119986710	1
1699906849	1
-1973062161	1
2074614989	1
-1854873712	1
-1951596334	1
-856014849	1
-104471540	1
1715704800	1
476546953	1
-1308259348	1
-404568901	1
-293303736	1
1225622476	1
-645604211	1
694685743	1
-1440047739	1
-92988292	1
-422988770	2
-1268459917	1
-909366427	1
618308868	1
-29266130	1
139634890	1
763411145	1
1432347828	1
3720468	1
1247791255	1
-2013418013	1
1045477851	1
-1442174189	1
1191889054	1
1145575847	1
-770622343	1
-1421091685	1
-729240148	1
-2012195566	1
-174502604	1
1403488365	1
392009081	2
-203076563	1
1337508515	2
-719961429	1
-267281498	1
38242298	2
-829795967	1
-1118115882	1
-131546060	1
-96398979	1
1397700066	1
-347995809	1
490034285	1
1362464950	1
1048434812	1
-1428370281	1
1237601394	1
-723768357	1
-951829504	1
-1129892883	1
-259980746	1
-625397383	2
-1349673429	1
-881922076	1
1120598877	1
-1929438000	1
-233095631	1
1727265228	1
-1271587438	1
-1175736530	1
-2046274086	1
-1558395303	1
-1330220286	1
1790273438	1
1817721403	1
-2080257087	1
309164183	2
-1081952721	1
-2077894195	1
1341495204	1
91927980	1
-519155202	1
1881852134	1
1858985525	1
-157443801	1
-1373595629	1
-2129146233	1
1898299012	1
-39520378	1
-1336534246	1
625263045	1
1174369055	1
899144797	1
-2116334219	1
-831063206	1
42749701	1
1830051646	1
-2054855000	1
-993395196	1
-185206789	1
1146975251	1
-608293886	1
-278845597	1
-798427729	1
1376042268	1
-1990826060	1
-1428420360	1
-1446585529	1
-904615861	1
273868020	1
-430625707	2
-2005318301	1
-1598992888	2
1109303557	1
432438060	1
395335803	1
-1714984479	1
184674448	1
1097320458	1
43481281	1
290509979	1
-334065753	1
460306839	1
74851101	1
-703247869	1
1773298563	1
-57232355	1
664229320	1
-1403064620	1
786718816	1
-1741976034	1
-314575212	1
-2088396146	1
749236973	1
-514506121	1
1430881244	1
807158048	1
1573982986	2
1755481083	1
-1568408439	1
657931650	1
-878245481	1
1345952732	1
398238023	1
-1235910321	1
382290271	1
164371177	1
-1992635470	1
1026747193	1
1862432610	1
306421118	1
-149621769	1
1218045772	1
-680462831	1
1657952240	1
-1315675486	1
1979800170	1
1698921392	1
1370285601	1
2144577572	1
-68409142	1
1407190877	1
1025732017	1
1121043536	1
120042726	1
-1870782695	1
-246034140	1
1096021250	1
-386090905	1
248308011	1
650198128	1
-1645934219	1
-542651331	1
127387839	1
-373927702	1
-1916406905	1
869245995	1
807482871	1
-2124202889	1
-370863975	1
697368834	1
-708455115	1
1673666600	1
-1907110272	1
2101092850	1
-215839268	1
-490869215	1
-242429128	1
1746510198	1
2140361799	1
101394685	1
-283557105	1
-1112395279	1
272914170	1
1488044775	1
379422134	1
388619451	1
1244853844	2
-822374448	2
2094636017	2
-1413744141	1
-372956343	2
1319904631	1
-1106221505	1
1196016437	1
-2047936814	1
-174673316	1
-1271848474	1
